1,7,13
57,4,12
57,3,10
57,1,14
57,19,13
57,7,10
57,2,10
58,16,13
58,14,7
58,9,3
58,9,15
58,18,2
58,12,16
58,9,15
58,19,3
58,11,12
58,8,6
58,18,14
58,15,10
58,9,12
58,1,15
58,8,5
58,17,20
58,6,2
58,6,10
58,15,20
58,9,5
58,7,16
58,1,15
58,11,6
58,14,12
58,9,20
58,8,19
58,19,3
58,17,12
58,8,1
58,10,13
58,9,18
58,2,16
58,17,4
58,3,5
58,19,2
58,14,1
58,12,4
58,3,10
58,14,1
58,19,13
58,7,10
58,2,10
59,13,16
59,14,7
59,3,9
59,15,9
59,18,2
59,12,16
59,15,9
59,3,19
59,11,12
59,8,6
59,18,14
59,15,10
59,9,12
59,1,15
59,8,5
59,17,20
59,6,2
59,6,10
59,15,20
59,9,5
59,7,16
59,1,15
59,6,11
59,14,12
59,9,20
59,8,19
59,3,19
59,17,12
59,1,8
59,10,13
59,18,9
59,16,2
59,17,4
59,3,5
59,19,2
59,1,14
59,4,12
59,3,10
59,1,14
59,19,13
59,7,10
59,10,2
60,13,16
60,7,14
60,3,9
60,15,9
60,18,2
60,16,12
60,15,9
60,3,19
60,11,12
60,8,6
60,18,14
60,15,10
60,9,12
60,1,15
60,8,5
60,17,20
60,6,2
60,6,10
60,15,20
60,9,5
60,7,16
60,1,15
60,11,6
60,14,12
60,9,20
60,8,19
60,3,19
60,17,12
60,1,8
60,10,13
60,18,9
60,16,2
60,17,4
60,3,5
60,19,2
60,1,14
60,4,12
60,3,10
60,1,14
60,19,13
60,7,10
60,10,2
