User ID, Item1 ID, Item2 ID
59,2,1
59,1,6
59,4,1
59,7,9
59,1,3
59,4,7
59,3,6
59,8,9
59,4,2
59,10,2
60,3,8
60,5,8
60,2,8
60,7,5
60,9,4
60,10,7
60,6,5
60,10,1
60,10,8
60,7,3
60,9,1
60,4,5
60,9,5
60,3,5
60,10,4
60,2,5
60,7,1
60,10,5
60,1,8
60,2,9
60,4,8
60,6,4
60,9,10
60,6,2
60,6,10
60,10,3
60,9,3
60,7,2
60,6,8
60,6,9
60,7,8
60,7,6
60,1,5
60,4,3
60,2,3
60,2,1
60,6,1
60,4,1
60,7,9
60,1,3
60,7,4
60,6,3
60,9,8
60,2,4
60,2,10
